country,country_long,name,gppd_idnr,capacity_mw,latitude,longitude,fuel1,fuel2,fuel3,fuel4,commissioning_year,owner,source,url,geolocation_source,year_of_capacity_data,generation_gwh_2013,generation_gwh_2014,generation_gwh_2015,generation_gwh_2016,estimated_generation_gwh
GBR,United Kingdom,Lower Melville Wood,GBR0000697,1.0,56.2926,-3.1325,Waste,,,,,Fife Council,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.169101847872798
GBR,United Kingdom,Lower Newton Farm,GBR0002032,11.5,52.9473,-2.0203,Solar,,,,,Novus Solar Developments,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,5.678562284348747
GBR,United Kingdom,Lower Pennington Farm,GBR0001907,2.7,50.7400,-1.5529,Solar,,,,,West Solent Solar Cooperative Ltd - Anthony Woolhouse -,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,1.3332276667601406
GBR,United Kingdom,Lower Severalls Farm,GBR0002154,10.8,50.8989,-2.7772,Solar,,,,,Sigma Solar Limited / OPDE,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,5.332910667040562
GBR,United Kingdom,Lower Slade Farm,GBR0002033,4.1,50.2933,-3.7671,Solar,,,,,PS Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.0245309013765094
GBR,United Kingdom,Lower Stanley Farm,GBR0005139,4.0,51.9799,-1.9979,Solar,,,,,Green Hedge (BayWa r.e.),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,1.9751520989039117
GBR,United Kingdom,Lower Ufford Lane,GBR0002034,1.1,52.1366,1.3657,Solar,,,,,William Notcutt Estates,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.5431668271985758
GBR,United Kingdom,Lower Venn Farm,GBR0005686,5.0,52.1386,-2.6694,Solar,,,,,New Energy for the World,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.46894012362989
GBR,United Kingdom,Lowther Farms,GBR0001500,1.8,52.3599,-1.0243,Solar,,,,,Lowther Farms,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.8888184445067603
GBR,United Kingdom,Lubreoch,GBR0000464,4.0,56.5419,-4.5174,Hydro,,,,,Scottish and Southern Energy (SSE),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,9.297861905329992
GBR,United Kingdom,Lune Power,GBR0000636,2.0,54.0556,-2.8340,Waste,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.338203695745596
GBR,United Kingdom,Luscott Barton,GBR0002252,13.0,51.1105,-4.1205,Solar,,,,,Sunsave 7 Luscott Barton Ltd/ vogt Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,6.419244321437713
GBR,United Kingdom,Luson Farm,GBR0001423,1.9,50.3617,-3.9413,Solar,,,,,Lightsource Renewable Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.938197246979358
GBR,United Kingdom,Lussa,GBR0000466,2.4,56.0328,-5.7870,Hydro,,,,,Scottish and Southern Energy (SSE),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,5.578717143197995
GBR,United Kingdom,Lynemouth Windfarm (Resubmission),GBR0003752,26.0,55.2016,-1.5396,Wind,,,,,Scottish Power Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,44.73423279385412
GBR,United Kingdom,Lynn,GBR0002493,97.2,53.1356,0.4515,Wind,,,,,Green Investment Bank,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,167.2372087524085
GBR,United Kingdom,Lynt Farm,GBR0002035,27.0,51.6625,-1.7004,Solar,,,,,Meag,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,13.332276667601404
GBR,United Kingdom,Lyreco - Telford Distribution Centre,GBR0005602,3.8,52.7060,-2.4221,Solar,,,,,Addison Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,1.876394493958716
GBR,United Kingdom,M1 J18 Wind Turbines,GBR0004598,4.0,52.3495,-1.1577,Wind,,,,,Airvolution Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,6.882189660592941
GBR,United Kingdom,M1 Wind Farm,GBR0004399,7.2,52.1617,-0.8617,Wind,,,,,Wind Prospect Developments,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,12.387941389067295
GBR,United Kingdom,MALMAYNES HALL FARM,GBR0002135,12.0,51.4551,0.6142,Solar,,,,,Wessex Solar Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,5.925456296711736
GBR,United Kingdom,MARCH SEWAGE TREATMENT WORKS - WIND TURBINE,GBR0002875,2.0,52.5713,0.1215,Wind,,,,,TCI Renewables (Richard Lill),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.4410948302964703
GBR,United Kingdom,MMD Shipping Services,GBR0005071,1.2,50.8102,-1.0900,Solar,,,,,EvoEnergy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.5925456296711735
GBR,United Kingdom,MOD Lyneham,GBR0002203,69.8,51.5066,-1.9680,Solar,,,,,Defence Infrastructure Organisation,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,34.466404125873254
GBR,United Kingdom,MSD Cramlington,GBR0003068,4.0,55.1035,-1.6222,Wind,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,6.882189660592941
GBR,United Kingdom,Mackies Dairy PV,GBR0001501,1.8,57.3779,-2.3891,Solar,,,,,Mackies Of Scotland Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.8888184445067603
GBR,United Kingdom,Macphie of Glenbervie,GBR0000205,1.2,56.9152,-2.3876,Biomass,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,8.091917299007712
GBR,United Kingdom,Maentwrog,GBR1000310,35.3,52.9460,-3.9879,Hydro,,,,,Magnox Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,CARMA,2016,,,,,82.05363131453718
GBR,United Kingdom,Maerdy,GBR0004138,24.0,51.6978,-3.5179,Wind,,,,,Greencoat UK Wind,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,41.29313796355765
GBR,United Kingdom,Maes Bach Farm,GBR0002243,4.9,51.5639,-3.2916,Solar,,,,,Lightsource Renewable Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.4195613211572917
GBR,United Kingdom,Maesgwyn,GBR0002674,26.0,51.7365,-3.6596,Wind,,,,,Pennant Wind Energy Ventures Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,44.73423279385412
GBR,United Kingdom,Maesgwyn Wind Farm - extension,GBR0004485,2.5,51.7406,-3.6442,Wind,,,,,Pennant Walters (MAESX) Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.301368537870588
GBR,United Kingdom,Maesgwyn solar farm,GBR0002215,7.5,51.7658,-3.6212,Solar,,,,,Walters Group,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.7034101854448345
GBR,United Kingdom,Magherafelt,GBR0003678,1.0,54.7690,-6.6477,Wind,,,,,Tobermore Concrete Products,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,1.7205474151482352
GBR,United Kingdom,Mains of Hatton,GBR0003980,2.4,57.6153,-2.0667,Wind,,,,,Eco2 /GreenCAT,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.129313796355764
GBR,United Kingdom,Majors Hill/Turners Hill Solar Farm,GBR0005267,1.1,51.1104,-0.1088,Solar,,,,,Haymaker Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.5431668271985758
GBR,United Kingdom,Maldie Burn,GBR0000484,4.0,58.2603,-4.9819,Hydro,,,,,RWE npower,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,9.297861905329992
GBR,United Kingdom,Malmesbury Solar,GBR0001079,5.0,51.6243,-2.1089,Solar,,,,,Sunstroom Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.46894012362989
GBR,United Kingdom,Manmoel Road Solar Park,GBR0005437,4.1,51.7037,-3.1793,Solar,,,,,Pearmat Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.0245309013765094
GBR,United Kingdom,Manor Farm,GBR0002181,7.5,51.9248,-0.6118,Solar,,,,,Lightsource Renewable Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.7034101854448345
GBR,United Kingdom,Manor Farm,GBR0001019,4.7,50.3371,-4.8363,Solar,,,,,Low carbon Solar Partners,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.3208037162120965
GBR,United Kingdom,Manor Farm (Castle Cary),GBR0002242,1.8,51.0806,-2.5102,Solar,,,,,Brilliant Harvest Installations,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.8888184445067603
GBR,United Kingdom,Manor Farm (Dorset),GBR0001904,5.0,51.0541,-2.3179,Solar,,,,,INRG Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.46894012362989
GBR,United Kingdom,Manor Farm (Farm AD),GBR0000282,1.5,52.8353,0.0816,Biomass,,,,,Tamar Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,10.114896623759641
GBR,United Kingdom,Manor Farm (Horton),GBR0002205,5.0,52.1752,-0.7804,Solar,,,,,Capital Stage,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.46894012362989
GBR,United Kingdom,Manor Farm (Keinton Mandeville),GBR0002387,1.0,51.0696,-2.6409,Solar,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.49378802472597794
GBR,United Kingdom,Manor Farm (Monmouthshire),GBR0001746,10.5,51.8346,-2.9253,Solar,,,,,3C Energy/Conergy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,5.184774259622769
GBR,United Kingdom,Manor Farm (Wiltshire) - resubmission,GBR0001923,6.3,51.4095,-2.2189,Solar,,,,,RB & T Barton Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.1108645557736607
GBR,United Kingdom,Manor Farm - Pertenhall,GBR0002299,15.0,52.2679,-0.4234,Solar,,,,,Prosolia UK,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,7.406820370889669
GBR,United Kingdom,Manor Farm - Shripney,GBR0002296,5.0,50.8148,-0.6825,Solar,,,,,BNRG Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.46894012362989
GBR,United Kingdom,Manston Solar Farm,GBR0001232,9.9,51.3519,1.3674,Solar,,,,,Vogt Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.888501444787182
GBR,United Kingdom,Manston Solar Farm extension (Westwood),GBR0001359,9.2,51.3519,1.3745,Solar,,,,,Sunsave 16 Ltd/ Vogt Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.542849827478996
GBR,United Kingdom,Marchington Solar Farm,GBR0002036,4.3,52.8780,-1.8320,Solar,,,,,Trina Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.123288506321705
GBR,United Kingdom,Marchwood,GBR1000311,842.0,50.8998,-1.4384,Gas,,,,,Marchwood Power Limited,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,GEODB,2016,,,,,3756.393223223268
GBR,United Kingdom,Marchwood ERF,GBR0000835,16.0,50.8981,-1.4553,Waste,,,,,Veolia,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,34.70562956596477
GBR,United Kingdom,Margam Green Energy Plant,GBR0000113,40.0,51.5633,-3.7479,Biomass,,,,,Glennmont Partners,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,269.73057663359043
GBR,United Kingdom,Margate Solar Farm,GBR0004878,3.0,50.4671,-4.6976,Solar,,,,,Lanhydrock Estate Company,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,1.481364074177934
GBR,United Kingdom,Mark Hill,GBR0003260,56.0,55.1284,-4.7463,Wind,,,,,Force 9 Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,96.35065524830117
GBR,United Kingdom,Mark's Quarry,GBR0000649,1.0,54.8124,-1.5114,Waste,,,,,Ylem Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.169101847872798
GBR,United Kingdom,Markinch Biomass CHP Plant,GBR0000155,65.0,56.2012,-3.1623,Biomass,,,,,RWE,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,438.3121870295844
GBR,United Kingdom,Markley Group (Premiere Kitckens) Biomass,GBR0000127,2.1,51.8101,-2.2820,Biomass,,,,,Markley Group,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,14.160855273263497
GBR,United Kingdom,Marley Thatch Solar Farm,GBR0001467,6.3,50.4248,-3.8093,Solar,,,,,TGC Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.1108645557736607
GBR,United Kingdom,Marr Windfarm,GBR0003963,8.0,53.5330,-1.2397,Wind,,,,,Banks Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,13.764379321185881
GBR,United Kingdom,Marsh Farm,GBR0001725,14.0,51.6264,-2.1108,Solar,,,,,Steadfast Marsh Solar Ltd - Innogy (previously BELECTRIC Solar) (Wai-Kit Cheung <waikit.cheung@belectric.co.uk>),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,6.913032346163691
GBR,United Kingdom,Marsh Farm  (Farm AD),GBR0000222,1.4,53.0336,0.1569,Biomass,,,,,Staples,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,9.440570182175664
GBR,United Kingdom,Marsh Farm Hilperton,GBR0002373,9.1,51.3422,-2.1856,Solar,,,,,Hilperton PV Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.493471025006399
GBR,United Kingdom,Marsh House Solar Park,GBR0001233,5.5,51.2056,-0.8486,Solar,,,,,Constantine Land Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.7158341359928784
GBR,United Kingdom,Marshborough Farm solar park (resubmission),GBR0005117,5.0,51.2774,1.3072,Solar,,,,,Vogt Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.46894012362989
GBR,United Kingdom,Marshill Farm,GBR0006106,1.5,55.6871,-3.9334,Wind,,,,,Green Cat Renewables,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.580821122722353
GBR,United Kingdom,Marshwood Farm,GBR0004752,1.8,50.8394,-2.9370,Solar,,,,,KWTN Solar,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,0.8888184445067603
GBR,United Kingdom,Marston Solar Farm,GBR0001433,4.9,52.9692,-0.6907,Solar,,,,,Lark Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.4195613211572917
GBR,United Kingdom,Marston Vale Country Park Wind Turbine,GBR0003890,1.5,52.0647,-0.5354,Wind,,,,,Blue Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.580821122722353
GBR,United Kingdom,Masons Power Plant Landfill Scheme,GBR0000522,5.5,52.1089,1.0813,Waste,,,,,Haul Waste Disposal Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,11.930060163300391
GBR,United Kingdom,Maw Green Landfill Site,GBR0000545,1.6,53.1139,-2.4228,Waste,,,,,Waste Recycling Group,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.4705629565964777
GBR,United Kingdom,Maw Green Landfill Site  Cheshire (Extension),GBR0000658,2.0,53.1139,-2.4228,Waste,,,,,Waste Recycling Group,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,4.338203695745596
GBR,United Kingdom,Mawdesley Moss,GBR0003944,2.3,53.6335,-2.7803,Wind,,,,,Damian Culshaw,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.957259054840941
GBR,United Kingdom,May Farm Anaerobic Digester (Farm AD),GBR0000273,2.4,52.4546,0.3521,Biomass,,,,,Barway Farms Limited/Shropshire Energy,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,16.183834598015423
GBR,United Kingdom,Mayton Wood Landfill Site,GBR0000728,1.5,52.7381,1.3256,Waste,,,,,Combined Landfill Projects (CLP),Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,3.253652771809197
GBR,United Kingdom,McCain Foods AD Plant (AD),GBR0000278,1.0,52.5594,-0.1752,Biomass,,,,,McCain Foods (GB) Ltd,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,6.74326441583976
GBR,United Kingdom,Meadow Farm solar park,GBR0001820,6.0,52.5433,0.5440,Solar,,,,,,Department for Business Energy & Industrial Strategy,https://www.gov.uk/government/collections/digest-of-uk-energy-statistics-dukes;https://www.gov.uk/government/collections/renewable-energy-planning-data,UK Renewable Energy Planning Database,2016,,,,,2.962728148355868
